harder | negative: 0.000030
louisiana | deceptive: 0.000036
fresher | positive: 0.000022
muffins | truthful: 0.000070
age | deceptive: 0.000036
ability | truthful: 0.000052
815 | negative: 0.000030
preferences | truthful: 0.000052
pages | positive: 0.000022
awakened | deceptive: 0.000073
father | negative: 0.000060
exceeds | negative: 0.000015
oldfashioned | deceptive: 0.000036
closeout | truthful: 0.000035
chewing | deceptive: 0.000036
64 | deceptive: 0.000036
curling | truthful: 0.000017
washcloths | negative: 0.000045
50 | truthful: 0.000105
to | deceptive: 0.038958
fairly | negative: 0.000211
spoiled | negative: 0.000030
21 | deceptive: 0.000036
impressing | deceptive: 0.000018
worried | truthful: 0.000052
bady | deceptive: 0.000018
resolution | negative: 0.000030
pleasant | deceptive: 0.000508
yelled | deceptive: 0.000036
reservations | positive: 0.000216
goop | truthful: 0.000017
riduculous | truthful: 0.000035
switch | positive: 0.000022
marriottsomething | positive: 0.000022
extremely | deceptive: 0.000653
terse | truthful: 0.000017
whatever | deceptive: 0.000127
33 | truthful: 0.000035
compete | truthful: 0.000035
dooranother | deceptive: 0.000018
showing | positive: 0.000022
sneeze | deceptive: 0.000036
fling | negative: 0.000015
important | deceptive: 0.000091
cleveland | positive: 0.000043
downstuffed | truthful: 0.000017
continuous | deceptive: 0.000036
boarding | positive: 0.000022
cheese | negative: 0.000106
honored | positive: 0.000022
tired | positive: 0.000325
breeze | positive: 0.000108
sits | positive: 0.000065
spots | positive: 0.000130
razor | positive: 0.000022
millemmium | positive: 0.000022
gloss | positive: 0.000022
thrust | deceptive: 0.000036
couchfuton | negative: 0.000045
sharon | truthful: 0.000017
grossness | deceptive: 0.000036
eggs | positive: 0.000108
search | positive: 0.000043
able | positive: 0.000865
seasonal | deceptive: 0.000036
teen | positive: 0.000022
timerland | truthful: 0.000035
victor | deceptive: 0.000018
dressed | deceptive: 0.000073
obvious | truthful: 0.000035
excelent | deceptive: 0.000018
details | truthful: 0.000035
worlds | truthful: 0.000017
depicted | truthful: 0.000035
jordan | positive: 0.000022
betterjust | positive: 0.000043
pub | positive: 0.000065
flooded | positive: 0.000022
vegetables | positive: 0.000043
produced | negative: 0.000030
file | negative: 0.000090
repetitive | truthful: 0.000017
travels | truthful: 0.000087
itself | deceptive: 0.000599
answer | deceptive: 0.000073
succulent | negative: 0.000030
points | truthful: 0.000192
appreciated | positive: 0.000130
europe | negative: 0.000015
mustang | positive: 0.000022
drug | deceptive: 0.000036
extensive | positive: 0.000043
great | negative: 0.001704
1120 | positive: 0.000022
glossy | deceptive: 0.000036
restart | truthful: 0.000035
heavy | positive: 0.000087
safely | positive: 0.000043
confusing | negative: 0.000030
hardwire | deceptive: 0.000018
akk | negative: 0.000030
combo | positive: 0.000043
agent | truthful: 0.000122
needing | positive: 0.000022
hm | negative: 0.000015
break | positive: 0.000108
etcit | negative: 0.000015
bottle | deceptive: 0.000054
insuite | positive: 0.000022
getaway | positive: 0.000498
cram | truthful: 0.000035
nastily | negative: 0.000030
nonsensical | truthful: 0.000035
effort | positive: 0.000043
tender | negative: 0.000030
id | negative: 0.000407
required | negative: 0.000121
uppity | positive: 0.000022
thur | truthful: 0.000035
disturb | positive: 0.000022
booking | truthful: 0.000209
smokey | deceptive: 0.000018
40th | negative: 0.000015
reading | deceptive: 0.000145
relatively | positive: 0.000108
nearly | positive: 0.000087
plate | positive: 0.000065
younger | deceptive: 0.000054
interattive | deceptive: 0.000036
downloads | positive: 0.000043
basically | deceptive: 0.000109
orbitz | negative: 0.000015
towel | positive: 0.000043
canine | negative: 0.000030
boils | deceptive: 0.000018
worst | truthful: 0.000314
exceptional | positive: 0.000238
stinch | deceptive: 0.000036
united | positive: 0.000043
contemplated | truthful: 0.000017
finishing | truthful: 0.000017
older | positive: 0.000216
vistas | positive: 0.000022
flagged | positive: 0.000022
beat | positive: 0.000216
loved | deceptive: 0.000653
enhance | negative: 0.000015
plate | negative: 0.000030
frustrated | positive: 0.000022
nonsmoker | deceptive: 0.000018
circumstances | truthful: 0.000070
misses | positive: 0.000022
served | truthful: 0.000157
tux | truthful: 0.000035
2011 | positive: 0.000022
gilded | deceptive: 0.000036
their | deceptive: 0.002539
renovation | negative: 0.000136
sweetie | truthful: 0.000035
now | negative: 0.000573
unfolding | deceptive: 0.000036
initially | truthful: 0.000070
unsettling | positive: 0.000022
fuss | negative: 0.000030
learn | negative: 0.000090
minutia | truthful: 0.000017
tools | negative: 0.000030
entranceit | positive: 0.000043
applicable | deceptive: 0.000018
grilled | negative: 0.000045
regularly | truthful: 0.000035
couchfuton | truthful: 0.000052
dovetailed | positive: 0.000043
detours | positive: 0.000022
boyfriends | truthful: 0.000035
grease | positive: 0.000022
wind | negative: 0.000030
aggravating | negative: 0.000060
1st | negative: 0.000030
disorganized | deceptive: 0.000036
lit | negative: 0.000106
overcooked | negative: 0.000030
hot | negative: 0.000498
perfectright | truthful: 0.000017
balanced | positive: 0.000022
restraunts | truthful: 0.000035
rocket | truthful: 0.000017
ohh | positive: 0.000043
prefer | positive: 0.000130
settings | positive: 0.000022
velvet | positive: 0.000022
choice | negative: 0.000287
fccla | truthful: 0.000035
mat | truthful: 0.000052
46 | positive: 0.000022
brett | positive: 0.000022
lines | positive: 0.000065
improve | positive: 0.000022
seemingly | truthful: 0.000035
special | deceptive: 0.000435
awry | negative: 0.000030
proceeded | truthful: 0.000035
snow | negative: 0.000030
dakota | positive: 0.000022
hits | positive: 0.000043
making | deceptive: 0.000508
inches | deceptive: 0.000018
decades | negative: 0.000030
fill | deceptive: 0.000036
appointed | truthful: 0.000174
callsover | truthful: 0.000017
hlton | negative: 0.000015
ultramodern | deceptive: 0.000036
opinion | truthful: 0.000122
address | negative: 0.000045
dangerous | deceptive: 0.000036
hit | deceptive: 0.000145
party | positive: 0.000043
preferences | positive: 0.000022
stroller | truthful: 0.000035
pier | positive: 0.000757
perhaps | negative: 0.000211
baths | positive: 0.000043
environmentally | positive: 0.000043
visiting | truthful: 0.000192
crannies | positive: 0.000043
memories | negative: 0.000015
ceo | positive: 0.000022
donna | truthful: 0.000070
marilyn | positive: 0.000022
chuckled | deceptive: 0.000018
leak | truthful: 0.000017
demanding | truthful: 0.000017
piece | positive: 0.000022
transfer | positive: 0.000022
inconsistent | negative: 0.000045
artists | negative: 0.000015
sandwiched | truthful: 0.000035
wander | truthful: 0.000017
way | truthful: 0.001011
success | deceptive: 0.000036
stubborn | positive: 0.000022
complete | positive: 0.000173
tribune | positive: 0.000087
tea | positive: 0.000195
approx | positive: 0.000022
comparable | deceptive: 0.000018
heading | deceptive: 0.000054
logging | truthful: 0.000017
remarkable | positive: 0.000043
long | truthful: 0.000680
disagreement | positive: 0.000022
automobile | positive: 0.000043
television | deceptive: 0.000236
noting | deceptive: 0.000018
onebedroom | deceptive: 0.000018
dare | positive: 0.000022
conversations | positive: 0.000022
cheerfully | truthful: 0.000035
frayed | negative: 0.000060
blasts | positive: 0.000022
plays | positive: 0.000043
continue | deceptive: 0.000018
orderly | positive: 0.000043
everything | negative: 0.000754
shampoo | deceptive: 0.000163
asked | truthful: 0.001133
retire | negative: 0.000015
awaiting | positive: 0.000043
grantmillenium | negative: 0.000015
fabulous | deceptive: 0.000254
touches | deceptive: 0.000018
player | negative: 0.000075
laid | positive: 0.000087
waterpressue | deceptive: 0.000018
sleepy | truthful: 0.000017
ghost | positive: 0.000022
look | deceptive: 0.000762
strictly | positive: 0.000022
graceful | deceptive: 0.000036
exchange | deceptive: 0.000036
retreats | truthful: 0.000017
married | negative: 0.000030
desk | truthful: 0.002857
dumpsters | deceptive: 0.000054
furniture | deceptive: 0.000290
sam | positive: 0.000022
having | truthful: 0.000488
unable | positive: 0.000065
delaware | truthful: 0.000035
cases | deceptive: 0.000036
marcus | deceptive: 0.000018
seating | truthful: 0.000070
order | positive: 0.000173
selected | negative: 0.000045
disspointed | negative: 0.000030
blase | positive: 0.000022
blew | truthful: 0.000052
oven | negative: 0.000030
fleabag | negative: 0.000015
showertub | deceptive: 0.000018
3114 | negative: 0.000015
brownies | negative: 0.000030
ocean | negative: 0.000015
apologized | positive: 0.000022
unproven | negative: 0.000030
65 | truthful: 0.000052
consideration | positive: 0.000043
complimented | negative: 0.000015
respectfully | negative: 0.000030
spends | positive: 0.000022
scheduled | negative: 0.000030
scurried | negative: 0.000030
loaned | negative: 0.000015
reputation | deceptive: 0.000073
discount | truthful: 0.000139
force | deceptive: 0.000036
uninviting | deceptive: 0.000054
membership | negative: 0.000106
alarm | deceptive: 0.000073
myself | negative: 0.000241
colors | truthful: 0.000017
circulation | negative: 0.000030
88 | truthful: 0.000035
property | truthful: 0.000488
industry | positive: 0.000087
level | truthful: 0.000296
aspect | deceptive: 0.000109
cases | truthful: 0.000052
instructionswe | positive: 0.000022
blond | positive: 0.000022
fulfill | negative: 0.000030
dive | deceptive: 0.000036
contacting | negative: 0.000015
shampooed | truthful: 0.000017
live | truthful: 0.000192
runningyou | negative: 0.000030
crashed | truthful: 0.000035
admit | deceptive: 0.000036
original | truthful: 0.000070
okay | negative: 0.000196
touched | negative: 0.000075
performing | deceptive: 0.000036
introduction | truthful: 0.000052
defiantly | negative: 0.000030
bummed | truthful: 0.000017
heater | positive: 0.000043
palms | deceptive: 0.000036
monitor | negative: 0.000030
partial | negative: 0.000030
stickers | positive: 0.000043
splinters | truthful: 0.000017
managed | truthful: 0.000052
agreement | positive: 0.000022
ages | truthful: 0.000035
upcoming | positive: 0.000022
resturants | truthful: 0.000017
romance | truthful: 0.000017
begain | negative: 0.000015
voice | positive: 0.000022
suffered | positive: 0.000022
house | negative: 0.000332
dim | positive: 0.000043
uno | negative: 0.000015
expiration | negative: 0.000030
organized | truthful: 0.000017
laptop | truthful: 0.000035
limes | positive: 0.000043
connection | positive: 0.000130
electronics | negative: 0.000015
someplace | deceptive: 0.000054
history | truthful: 0.000087
mojitos | positive: 0.000043
canes | negative: 0.000030
j | positive: 0.000043
license | negative: 0.000030
block | positive: 0.000454
waterproof | truthful: 0.000035
hanging | positive: 0.000022
soak | positive: 0.000022
marmalade | negative: 0.000015
expansive | truthful: 0.000035
pack | negative: 0.000106
teamwork | positive: 0.000043
soup | truthful: 0.000052
9th | truthful: 0.000087
unfolding | negative: 0.000030
household | truthful: 0.000017
rare | positive: 0.000043
valet | positive: 0.000325
wish | deceptive: 0.000308
easter | negative: 0.000015
mgr | negative: 0.000030
luxuriously | positive: 0.000043
landmark | truthful: 0.000035
halls | truthful: 0.000035
werent | truthful: 0.000209
boombox | positive: 0.000022
watching | negative: 0.000136
convey | negative: 0.000030
powered | deceptive: 0.000018
barbara | deceptive: 0.000018
across | negative: 0.000271
financial | deceptive: 0.000036
122 | truthful: 0.000052
doughnuts | negative: 0.000015
softness | truthful: 0.000017
thermosbottled | negative: 0.000030
luxe | negative: 0.000015
tap | deceptive: 0.000036
pretended | negative: 0.000030
inedible | truthful: 0.000035
usually | truthful: 0.000244
attitute | deceptive: 0.000018
comparable | negative: 0.000090
shipped | truthful: 0.000017
fingertips | deceptive: 0.000036
begging | truthful: 0.000035
explicitly | truthful: 0.000035
hotellock | truthful: 0.000035
salon | positive: 0.000043
navigate | negative: 0.000045
drab | negative: 0.000060
optimistic | truthful: 0.000017
attentionthe | positive: 0.000043
431 | truthful: 0.000035
alcoholic | truthful: 0.000017
past | truthful: 0.000279
hassle | positive: 0.000022
thank | truthful: 0.000122
warmly | deceptive: 0.000073
discouraged | positive: 0.000022
dirty | truthful: 0.000645
discouraged | deceptive: 0.000018
filet | negative: 0.000075
eclectic | deceptive: 0.000036
500 | deceptive: 0.000073
eligible | positive: 0.000043
side | truthful: 0.000348
fl | negative: 0.000015
mess | positive: 0.000065
going | negative: 0.001010
steam | truthful: 0.000035
recovering | deceptive: 0.000036
snowed | deceptive: 0.000018
dishwasher | positive: 0.000022
day | truthful: 0.002021
split | truthful: 0.000087
provided | positive: 0.000433
comparing | deceptive: 0.000018
buy | positive: 0.000043
conditioner | negative: 0.000121
accurate | negative: 0.000075
hand | truthful: 0.000174
indulgent | positive: 0.000022
plague | deceptive: 0.000036
